2025-01-26 21:06:46,131 - dqn - INFO - Hyperparameters: {'epsilon': 1.0, 'epsilon_decay': 0.998, 'epsilon_min': 0.01, 'gamma': 0.7, 'batch_size': 64, 'learning_rate': 0.01, 'target_update': 100, 'n_steps': 3}
2025-01-26 21:06:46,132 - dqn - INFO - Device: cpu
2025-01-26 21:06:47,109 - dqn - INFO - Finished episode 0; total score 35; avg score 35; epsilon 1.0000000000
2025-01-26 21:06:49,024 - dqn - INFO - Finished episode 1; total score 135; avg score 85; epsilon 0.9980000000
2025-01-26 21:06:50,652 - dqn - INFO - Finished episode 2; total score 60; avg score 77; epsilon 0.9960040000
2025-01-26 21:06:52,351 - dqn - INFO - Finished episode 3; total score 80; avg score 78; epsilon 0.9940119920
2025-01-26 21:06:54,565 - dqn - INFO - Finished episode 4; total score 55; avg score 73; epsilon 0.9920239680
2025-01-26 21:06:57,437 - dqn - INFO - Finished episode 5; total score 305; avg score 112; epsilon 0.9900399201
2025-01-26 21:07:00,117 - dqn - INFO - Finished episode 6; total score 210; avg score 126; epsilon 0.9880598402
2025-01-26 21:07:02,078 - dqn - INFO - Finished episode 7; total score 90; avg score 121; epsilon 0.9860837206
2025-01-26 21:07:03,283 - dqn - INFO - Finished episode 8; total score 35; avg score 112; epsilon 0.9841115531
2025-01-26 21:07:06,083 - dqn - INFO - Finished episode 9; total score 215; avg score 122; epsilon 0.9821433300
2025-01-26 21:07:08,525 - dqn - INFO - Finished episode 10; total score 165; avg score 126; epsilon 0.9801790434
2025-01-26 21:07:09,850 - dqn - INFO - Finished episode 11; total score 50; avg score 120; epsilon 0.9782186853
2025-01-26 21:07:12,868 - dqn - INFO - Finished episode 12; total score 145; avg score 122; epsilon 0.9762622479
2025-01-26 21:07:16,247 - dqn - INFO - Finished episode 13; total score 290; avg score 134; epsilon 0.9743097234
2025-01-26 21:07:19,752 - dqn - INFO - Finished episode 14; total score 325; avg score 146; epsilon 0.9723611040
2025-01-26 21:07:21,424 - dqn - INFO - Finished episode 15; total score 135; avg score 146; epsilon 0.9704163817
2025-01-26 21:07:23,433 - dqn - INFO - Finished episode 16; total score 80; avg score 142; epsilon 0.9684755490
2025-01-26 21:07:25,526 - dqn - INFO - Finished episode 17; total score 140; avg score 142; epsilon 0.9665385979
2025-01-26 21:07:26,920 - dqn - INFO - Finished episode 18; total score 35; avg score 136; epsilon 0.9646055207
2025-01-26 21:07:29,580 - dqn - INFO - Finished episode 19; total score 180; avg score 138; epsilon 0.9626763096
2025-01-26 21:07:32,379 - dqn - INFO - Finished episode 20; total score 210; avg score 142; epsilon 0.9607509570
2025-01-26 21:07:34,948 - dqn - INFO - Finished episode 21; total score 125; avg score 141; epsilon 0.9588294551
2025-01-26 21:07:37,263 - dqn - INFO - Finished episode 22; total score 205; avg score 144; epsilon 0.9569117962
2025-01-26 21:07:41,892 - dqn - INFO - Finished episode 23; total score 610; avg score 163; epsilon 0.9549979726
2025-01-26 21:07:44,063 - dqn - INFO - Finished episode 24; total score 130; avg score 162; epsilon 0.9530879767
2025-01-26 21:07:46,342 - dqn - INFO - Finished episode 25; total score 145; avg score 161; epsilon 0.9511818007
2025-01-26 21:07:48,545 - dqn - INFO - Finished episode 26; total score 135; avg score 160; epsilon 0.9492794371
2025-01-26 21:07:49,690 - dqn - INFO - Finished episode 27; total score 70; avg score 157; epsilon 0.9473808782
2025-01-26 21:07:51,717 - dqn - INFO - Finished episode 28; total score 155; avg score 157; epsilon 0.9454861165
2025-01-26 21:07:53,491 - dqn - INFO - Finished episode 29; total score 65; avg score 154; epsilon 0.9435951442
2025-01-26 21:07:55,372 - dqn - INFO - Finished episode 30; total score 75; avg score 151; epsilon 0.9417079540
2025-01-26 21:07:57,071 - dqn - INFO - Finished episode 31; total score 90; avg score 149; epsilon 0.9398245380
