2025-01-26 10:48:28,987 - dqn - INFO - Hyperparameters: {'epsilon': 1.0, 'epsilon_decay': 0.995, 'epsilon_min': 0.01, 'gamma': 0.7, 'batch_size': 64, 'learning_rate': 0.001, 'target_update': 100, 'n_steps': 4}
2025-01-26 10:48:28,987 - dqn - INFO - Device: cuda
2025-01-26 10:48:31,769 - dqn - INFO - Finished episode 0; total score 125; avg score 125; epsilon 1.0000000000
2025-01-26 10:48:34,649 - dqn - INFO - Finished episode 1; total score 260; avg score 192; epsilon 0.9950000000
2025-01-26 10:48:37,747 - dqn - INFO - Finished episode 2; total score 125; avg score 170; epsilon 0.9900250000
2025-01-26 10:48:39,766 - dqn - INFO - Finished episode 3; total score 65; avg score 144; epsilon 0.9850748750
2025-01-26 10:48:41,567 - dqn - INFO - Finished episode 4; total score 65; avg score 128; epsilon 0.9801495006
2025-01-26 10:48:44,926 - dqn - INFO - Finished episode 5; total score 75; avg score 119; epsilon 0.9752487531
2025-01-26 10:48:48,851 - dqn - INFO - Finished episode 6; total score 165; avg score 126; epsilon 0.9703725094
2025-01-26 10:48:52,110 - dqn - INFO - Finished episode 7; total score 180; avg score 132; epsilon 0.9655206468
2025-01-26 10:48:54,801 - dqn - INFO - Finished episode 8; total score 320; avg score 153; epsilon 0.9606930436
2025-01-26 10:48:57,650 - dqn - INFO - Finished episode 9; total score 255; avg score 164; epsilon 0.9558895784
2025-01-26 10:48:59,903 - dqn - INFO - Finished episode 10; total score 215; avg score 168; epsilon 0.9511101305
2025-01-26 10:49:01,044 - dqn - INFO - Finished episode 11; total score 45; avg score 158; epsilon 0.9463545798
2025-01-26 10:49:04,830 - dqn - INFO - Finished episode 12; total score 275; avg score 167; epsilon 0.9416228069
2025-01-26 10:49:07,275 - dqn - INFO - Finished episode 13; total score 125; avg score 164; epsilon 0.9369146929
2025-01-26 10:49:10,380 - dqn - INFO - Finished episode 14; total score 120; avg score 161; epsilon 0.9322301194
2025-01-26 10:49:12,864 - dqn - INFO - Finished episode 15; total score 80; avg score 156; epsilon 0.9275689688
2025-01-26 10:49:15,275 - dqn - INFO - Finished episode 16; total score 105; avg score 153; epsilon 0.9229311240
2025-01-26 10:49:18,233 - dqn - INFO - Finished episode 17; total score 105; avg score 150; epsilon 0.9183164684
2025-01-26 10:49:20,695 - dqn - INFO - Finished episode 18; total score 110; avg score 148; epsilon 0.9137248860
2025-01-26 10:49:23,430 - dqn - INFO - Finished episode 19; total score 55; avg score 144; epsilon 0.9091562616
2025-01-26 10:49:26,112 - dqn - INFO - Finished episode 20; total score 180; avg score 145; epsilon 0.9046104803
2025-01-26 10:49:29,382 - dqn - INFO - Finished episode 21; total score 210; avg score 148; epsilon 0.9000874279
2025-01-26 10:49:32,643 - dqn - INFO - Finished episode 22; total score 185; avg score 150; epsilon 0.8955869907
2025-01-26 10:49:34,717 - dqn - INFO - Finished episode 23; total score 135; avg score 149; epsilon 0.8911090558
