2025-01-26 15:30:56,575 - dqn - INFO - Hyperparameters: {'epsilon': 1.0, 'epsilon_decay': 0.995, 'epsilon_min': 0.01, 'gamma': 0.7, 'batch_size': 64, 'learning_rate': 0.01, 'target_update': 100, 'n_steps': 3}
2025-01-26 15:30:56,575 - dqn - INFO - Device: cuda
2025-01-26 15:31:09,254 - dqn - INFO - Finished episode 0; total score 215; avg score 215; epsilon 1.0000000000
2025-01-26 15:31:17,384 - dqn - INFO - Finished episode 1; total score 205; avg score 210; epsilon 0.9950000000
2025-01-26 15:31:20,907 - dqn - INFO - Finished episode 2; total score 120; avg score 180; epsilon 0.9900250000
2025-01-26 15:31:23,604 - dqn - INFO - Finished episode 3; total score 100; avg score 160; epsilon 0.9850748750
2025-01-26 15:31:26,088 - dqn - INFO - Finished episode 4; total score 125; avg score 153; epsilon 0.9801495006
2025-01-26 15:31:28,446 - dqn - INFO - Finished episode 5; total score 110; avg score 146; epsilon 0.9752487531
2025-01-26 15:31:32,133 - dqn - INFO - Finished episode 6; total score 135; avg score 144; epsilon 0.9703725094
2025-01-26 15:31:34,466 - dqn - INFO - Finished episode 7; total score 30; avg score 130; epsilon 0.9655206468
2025-01-26 15:31:38,300 - dqn - INFO - Finished episode 8; total score 210; avg score 139; epsilon 0.9606930436
2025-01-26 15:31:41,130 - dqn - INFO - Finished episode 9; total score 180; avg score 143; epsilon 0.9558895784
2025-01-26 15:31:44,113 - dqn - INFO - Finished episode 10; total score 110; avg score 140; epsilon 0.9511101305
2025-01-26 15:31:48,225 - dqn - INFO - Finished episode 11; total score 215; avg score 146; epsilon 0.9463545798
2025-01-26 15:31:50,298 - dqn - INFO - Finished episode 12; total score 50; avg score 139; epsilon 0.9416228069
2025-01-26 15:31:53,782 - dqn - INFO - Finished episode 13; total score 215; avg score 144; epsilon 0.9369146929
2025-01-26 15:31:55,850 - dqn - INFO - Finished episode 14; total score 130; avg score 143; epsilon 0.9322301194
2025-01-26 15:31:57,710 - dqn - INFO - Finished episode 15; total score 105; avg score 141; epsilon 0.9275689688
2025-01-26 15:32:00,120 - dqn - INFO - Finished episode 16; total score 95; avg score 138; epsilon 0.9229311240
2025-01-26 15:32:01,768 - dqn - INFO - Finished episode 17; total score 85; avg score 135; epsilon 0.9183164684
2025-01-26 15:32:03,754 - dqn - INFO - Finished episode 18; total score 110; avg score 134; epsilon 0.9137248860
