2025-01-26 18:36:05,893 - dqn - INFO - Hyperparameters: {'epsilon': 1.0, 'epsilon_decay': 0.995, 'epsilon_min': 0.01, 'gamma': 0.7, 'batch_size': 64, 'learning_rate': 0.02, 'target_update': 100, 'n_steps': 2}
2025-01-26 18:36:05,893 - dqn - INFO - Device: cpu
2025-01-26 18:36:06,827 - dqn - INFO - Finished episode 0; total score 60; avg score 60; epsilon 1.0000000000
2025-01-26 18:36:09,752 - dqn - INFO - Finished episode 1; total score 195; avg score 128; epsilon 0.9950000000
2025-01-26 18:36:12,087 - dqn - INFO - Finished episode 2; total score 135; avg score 130; epsilon 0.9900250000
2025-01-26 18:36:14,506 - dqn - INFO - Finished episode 3; total score 210; avg score 150; epsilon 0.9850748750
2025-01-26 18:36:16,517 - dqn - INFO - Finished episode 4; total score 165; avg score 153; epsilon 0.9801495006
2025-01-26 18:36:18,688 - dqn - INFO - Finished episode 5; total score 105; avg score 145; epsilon 0.9752487531
2025-01-26 18:36:20,439 - dqn - INFO - Finished episode 6; total score 55; avg score 132; epsilon 0.9703725094
2025-01-26 18:36:22,159 - dqn - INFO - Finished episode 7; total score 45; avg score 121; epsilon 0.9655206468
2025-01-26 18:36:23,358 - dqn - INFO - Finished episode 8; total score 80; avg score 117; epsilon 0.9606930436
2025-01-26 18:36:25,871 - dqn - INFO - Finished episode 9; total score 110; avg score 116; epsilon 0.9558895784
2025-01-26 18:36:28,499 - dqn - INFO - Finished episode 10; total score 210; avg score 125; epsilon 0.9511101305
2025-01-26 18:36:30,553 - dqn - INFO - Finished episode 11; total score 90; avg score 122; epsilon 0.9463545798
2025-01-26 18:36:33,801 - dqn - INFO - Finished episode 12; total score 250; avg score 132; epsilon 0.9416228069
2025-01-26 18:36:35,562 - dqn - INFO - Finished episode 13; total score 75; avg score 128; epsilon 0.9369146929
2025-01-26 18:36:36,951 - dqn - INFO - Finished episode 14; total score 30; avg score 121; epsilon 0.9322301194
2025-01-26 18:36:38,490 - dqn - INFO - Finished episode 15; total score 110; avg score 120; epsilon 0.9275689688
2025-01-26 18:36:40,993 - dqn - INFO - Finished episode 16; total score 190; avg score 124; epsilon 0.9229311240
2025-01-26 18:36:42,745 - dqn - INFO - Finished episode 17; total score 70; avg score 121; epsilon 0.9183164684
2025-01-26 18:36:44,022 - dqn - INFO - Finished episode 18; total score 50; avg score 118; epsilon 0.9137248860
2025-01-26 18:36:46,240 - dqn - INFO - Finished episode 19; total score 80; avg score 116; epsilon 0.9091562616
2025-01-26 18:36:48,516 - dqn - INFO - Finished episode 20; total score 110; avg score 115; epsilon 0.9046104803
2025-01-26 18:36:51,841 - dqn - INFO - Finished episode 21; total score 580; avg score 137; epsilon 0.9000874279
2025-01-26 18:36:55,006 - dqn - INFO - Finished episode 22; total score 205; avg score 140; epsilon 0.8955869907
2025-01-26 18:36:57,391 - dqn - INFO - Finished episode 23; total score 210; avg score 142; epsilon 0.8911090558
2025-01-26 18:36:59,591 - dqn - INFO - Finished episode 24; total score 110; avg score 141; epsilon 0.8866535105
2025-01-26 18:37:02,028 - dqn - INFO - Finished episode 25; total score 135; avg score 141; epsilon 0.8822202429
2025-01-26 18:37:03,335 - dqn - INFO - Finished episode 26; total score 25; avg score 137; epsilon 0.8778091417
2025-01-26 18:37:04,706 - dqn - INFO - Finished episode 27; total score 35; avg score 133; epsilon 0.8734200960
2025-01-26 18:37:07,219 - dqn - INFO - Finished episode 28; total score 115; avg score 132; epsilon 0.8690529955
2025-01-26 18:37:10,908 - dqn - INFO - Finished episode 29; total score 255; avg score 136; epsilon 0.8647077306
2025-01-26 18:37:12,158 - dqn - INFO - Finished episode 30; total score 115; avg score 136; epsilon 0.8603841919
2025-01-26 18:37:14,872 - dqn - INFO - Finished episode 31; total score 135; avg score 136; epsilon 0.8560822710
2025-01-26 18:37:17,036 - dqn - INFO - Finished episode 32; total score 120; avg score 135; epsilon 0.8518018596
2025-01-26 18:37:18,850 - dqn - INFO - Finished episode 33; total score 115; avg score 135; epsilon 0.8475428503
2025-01-26 18:37:20,601 - dqn - INFO - Finished episode 34; total score 45; avg score 132; epsilon 0.8433051361
2025-01-26 18:37:22,425 - dqn - INFO - Finished episode 35; total score 90; avg score 131; epsilon 0.8390886104
2025-01-26 18:37:24,885 - dqn - INFO - Finished episode 36; total score 65; avg score 129; epsilon 0.8348931673
2025-01-26 18:37:26,924 - dqn - INFO - Finished episode 37; total score 155; avg score 130; epsilon 0.8307187015
2025-01-26 18:37:29,131 - dqn - INFO - Finished episode 38; total score 165; avg score 131; epsilon 0.8265651080
2025-01-26 18:37:31,616 - dqn - INFO - Finished episode 39; total score 135; avg score 131; epsilon 0.8224322824
2025-01-26 18:37:34,057 - dqn - INFO - Finished episode 40; total score 105; avg score 130; epsilon 0.8183201210
2025-01-26 18:37:35,878 - dqn - INFO - Finished episode 41; total score 120; avg score 130; epsilon 0.8142285204
2025-01-26 18:37:38,229 - dqn - INFO - Finished episode 42; total score 135; avg score 130; epsilon 0.8101573778
2025-01-26 18:37:40,232 - dqn - INFO - Finished episode 43; total score 105; avg score 130; epsilon 0.8061065909
2025-01-26 18:37:42,328 - dqn - INFO - Finished episode 44; total score 135; avg score 130; epsilon 0.8020760580
2025-01-26 18:37:46,292 - dqn - INFO - Finished episode 45; total score 305; avg score 133; epsilon 0.7980656777
2025-01-26 18:37:49,269 - dqn - INFO - Finished episode 46; total score 210; avg score 135; epsilon 0.7940753493
2025-01-26 18:37:50,602 - dqn - INFO - Finished episode 47; total score 30; avg score 133; epsilon 0.7901049725
2025-01-26 18:37:51,761 - dqn - INFO - Finished episode 48; total score 65; avg score 132; epsilon 0.7861544477
2025-01-26 18:37:53,524 - dqn - INFO - Finished episode 49; total score 105; avg score 131; epsilon 0.7822236754
2025-01-26 18:37:55,728 - dqn - INFO - Finished episode 50; total score 135; avg score 131; epsilon 0.7783125571
2025-01-26 18:37:58,124 - dqn - INFO - Finished episode 51; total score 185; avg score 132; epsilon 0.7744209943
2025-01-26 18:37:59,897 - dqn - INFO - Finished episode 52; total score 105; avg score 132; epsilon 0.7705488893
2025-01-26 18:38:02,262 - dqn - INFO - Finished episode 53; total score 180; avg score 132; epsilon 0.7666961449
2025-01-26 18:38:03,554 - dqn - INFO - Finished episode 54; total score 65; avg score 131; epsilon 0.7628626641
2025-01-26 18:38:05,409 - dqn - INFO - Finished episode 55; total score 70; avg score 130; epsilon 0.7590483508
2025-01-26 18:38:07,687 - dqn - INFO - Finished episode 56; total score 160; avg score 131; epsilon 0.7552531091
2025-01-26 18:38:10,683 - dqn - INFO - Finished episode 57; total score 270; avg score 133; epsilon 0.7514768435
2025-01-26 18:38:12,938 - dqn - INFO - Finished episode 58; total score 165; avg score 134; epsilon 0.7477194593
2025-01-26 18:38:16,133 - dqn - INFO - Finished episode 59; total score 240; avg score 135; epsilon 0.7439808620
2025-01-26 18:38:18,132 - dqn - INFO - Finished episode 60; total score 105; avg score 135; epsilon 0.7402609577
2025-01-26 18:38:20,205 - dqn - INFO - Finished episode 61; total score 105; avg score 134; epsilon 0.7365596529
2025-01-26 18:38:23,671 - dqn - INFO - Finished episode 62; total score 255; avg score 136; epsilon 0.7328768546
2025-01-26 18:38:25,795 - dqn - INFO - Finished episode 63; total score 120; avg score 136; epsilon 0.7292124704
